material_id,composition,bg,elements
mp-683905,K3Ta2AsSe11,1.45,"['As', 'K', 'Se', 'Ta']"
mp-569501,LiCaBi,0.6,"['Bi', 'Ca', 'Li']"
mp-19219,Li3VO4,3.9,"['Li', 'O', 'V']"
mp-2931,Li2TiO3,3.3,"['Li', 'O', 'Ti']"
mp-579560,Cs3Sb2Br9,2.36,"['Br', 'Cs', 'Sb']"
mp-19935,ErFeO3,1.69,"['Er', 'Fe', 'O']"
mp-754329,CdSnO3,3.0,"['Cd', 'O', 'Sn']"
mp-1105692,Tl2Hg3Se4,1.57,"['Hg', 'Se', 'Tl']"
mp-1205353,KMnF3,3.04,"['F', 'K', 'Mn']"
mp-989524,LaWN3,1.5405,"['La', 'N', 'W']"
mp-1225967,CsPSe6,1.9,"['Cs', 'P', 'Se']"
mp-19386,Sr3V2O8,3.45,"['O', 'Sr', 'V']"
mp-1078667,GeH4,1.51,"['Ge', 'H']"
mp-5504,BaCO3,4.61,"['Ba', 'C', 'O']"
mp-560340,La2Pd2O5,1.342,"['La', 'O', 'Pd']"
mp-1019602,Cs2Al2B2O7,4.13,"['Al', 'B', 'Cs', 'O']"
mp-1191817,Li2In2SiSe6,2.54,"['In', 'Li', 'Se', 'Si']"
mp-1216625,TiOF2,3.145,"['F', 'O', 'Ti']"
mp-1095180,Ca2CdAs2,0.95,"['As', 'Ca', 'Cd']"
mp-4408,Sm2Zr2O7,2.9,"['O', 'Sm', 'Zr']"
mp-8426,K2Se,2.035,"['K', 'Se']"
mp-12192,La2Ti2O7,3.4,"['La', 'O', 'Ti']"
mp-22766,CaIn2O4,3.785,"['Ca', 'In', 'O']"
mp-555253,La5Ti2AgS5O7,2.05,"['Ag', 'La', 'O', 'S', 'Ti']"
mp-8291,BaTiF6,3.03,"['Ba', 'F', 'Ti']"
mp-1209751,Pr2MnNiO6,1.0,"['Mn', 'Ni', 'O', 'Pr']"
mp-29901,Rb2Cd3Te4,2.3,"['Cd', 'Rb', 'Te']"
mp-1202576,Tb4GaSbS9,2.44,"['Ga', 'S', 'Sb', 'Tb']"
mp-804,GaN,3.4,"['Ga', 'N']"
mp-542435,Li3ScN2,2.9,"['Li', 'N', 'Sc']"
mp-565814,Fe2O3,2.2,"['Fe', 'O']"
mp-5909,Zn2GeO4,4.5,"['Ge', 'O', 'Zn']"
mp-561620,Ag3AsS3,2.0835,"['Ag', 'As', 'S']"
mp-5214,TiTe3O8,3.37,"['O', 'Te', 'Ti']"
mp-3187,BaCeO3,2.585,"['Ba', 'Ce', 'O']"
mp-567386,Cs2Cd3Te4,2.48,"['Cd', 'Cs', 'Te']"
mp-1199946,Ba2FeSbS5,0.93,"['Ba', 'Fe', 'S', 'Sb']"
mp-1070,CdSe,1.74,"['Cd', 'Se']"
mp-5837,LaGaO3,4.08,"['Ga', 'La', 'O']"
mp-1104938,Rb3Na(MoO4)2,4.84,"['Mo', 'Na', 'O', 'Rb']"
mp-31076,Tl2TeBr6,2.06,"['Br', 'Te', 'Tl']"
mp-20489,SrPbO3,1.78,"['O', 'Pb', 'Sr']"
mp-696805,H2S,0.5037,"['H', 'S']"
mp-568394,MoCl3,0.56,"['Cl', 'Mo']"
mp-6270,Ba2LiReO6,2.42,"['Ba', 'Li', 'O', 'Re']"
mp-1215990,Zn6S5Cl2,2.71,"['Cl', 'S', 'Zn']"
mp-686208,Li5SiN3,2.51,"['Li', 'N', 'Si']"
mp-15900,Sr3Sc2Cu2S2O5,2.4,"['Cu', 'O', 'S', 'Sc', 'Sr']"
mp-2647124,Cs2PbBr6,1.6,"['Br', 'Cs', 'Pb']"
mp-29461,Zn3Mo2O9,2.86,"['Mo', 'O', 'Zn']"
mp-2715259,Na3La2(PO4)3,3.86,"['La', 'Na', 'O', 'P']"
mp-4468,CuSbS2,1.5,"['Cu', 'S', 'Sb']"
mp-5999,Sm2Ti2S2O5,2.8,"['O', 'S', 'Sm', 'Ti']"
mp-758560,FeOF,1.23,"['F', 'Fe', 'O']"
mp-571079,TlCl,2.55,"['Cl', 'Tl']"
mp-27488,Ta3N5,2.1,"['N', 'Ta']"
mp-1192032,NaSr3Be3B3O9F4,4.82,"['B', 'Be', 'F', 'Na', 'O', 'Sr']"
mp-29711,Tl2Te3,0.68,"['Te', 'Tl']"
mp-1223709,K2Ag3Sb3S7,2.2,"['Ag', 'K', 'S', 'Sb']"
mp-18531,K2Cd3Te4,2.26,"['Cd', 'K', 'Te']"
mp-540574,Cs2Hg3I8,2.56,"['Cs', 'Hg', 'I']"
mp-1403610,CaTi2O5,3.095,"['Ca', 'O', 'Ti']"
mp-2514,Mg3P2,1.935,"['Mg', 'P']"
mp-1190145,Na2In2GeS6,2.7935,"['Ge', 'In', 'Na', 'S']"
mp-1192528,LiCa3As2H,1.4,"['As', 'Ca', 'H', 'Li']"
mp-616458,Cs2CO3,1.8,"['C', 'Cs', 'O']"
mp-27962,CI4,2.26,"['C', 'I']"
mp-581024,CsK2Sb,1.62,"['Cs', 'K', 'Sb']"
mp-554343,K2CuSbS3,2.2,"['Cu', 'K', 'S', 'Sb']"
mp-18571,BaCrO4,2.63,"['Ba', 'Cr', 'O']"
mp-1189383,Li2CdGeS4,3.1,"['Cd', 'Ge', 'Li', 'S']"
mp-1104268,Cs3Bi2Cl9,2.215,"['Bi', 'Cl', 'Cs']"
mp-17612,Ba2SiO4,4.2605,"['Ba', 'O', 'Si']"
mp-1105399,La2MoO5,0.55,"['La', 'Mo', 'O']"
mp-19407,MnWO4,2.69,"['Mn', 'O', 'W']"
mp-1020633,RbMgBO3,3.827,"['B', 'Mg', 'O', 'Rb']"
mp-1246515,Ca6Te3N2,2.5,"['Ca', 'N', 'Te']"
mp-2176,ZnTe,2.26,"['Te', 'Zn']"
mp-753712,YIO,3.16,"['I', 'O', 'Y']"
mp-13872,Cu8SiS6,0.97,"['Cu', 'S', 'Si']"
mp-7090,NaMgSb,1.04,"['Mg', 'Na', 'Sb']"
mp-9996,SiP2,2.25,"['P', 'Si']"
mp-3962,LaPO4,4.96,"['La', 'O', 'P']"
mp-1192667,KAg2SbS3,2.1,"['Ag', 'K', 'S', 'Sb']"
mp-557373,Cu2WS4,1.74,"['Cu', 'S', 'W']"
mp-1192057,Ag2S2O7,2.24,"['Ag', 'O', 'S']"
mp-29806,Cs2PdI6,1.4,"['Cs', 'I', 'Pd']"
mp-4975,RbZnF3,3.6825,"['F', 'Rb', 'Zn']"
mp-1078634,LaFeO3,2.1,"['Fe', 'La', 'O']"
mp-19163,SrWO4,4.8,"['O', 'Sr', 'W']"
mp-756297,ZnIn2O4,1.23,"['In', 'O', 'Zn']"
mp-20678,NaIn(WO4)2,3.69,"['In', 'Na', 'O', 'W']"
mp-4200,ScPO4,4.255000000000001,"['O', 'P', 'Sc']"
mp-614603,CsI,4.595000000000001,"['Cs', 'I']"
mp-209,Er2Se3,1.66,"['Er', 'Se']"
mp-1227508,BiSbSe3,1.1,"['Bi', 'Sb', 'Se']"
mp-18988,Li2MnO3,1.89,"['Li', 'Mn', 'O']"
mp-23709,Mg(AlH4)2,2.9,"['Al', 'H', 'Mg']"
mp-754318,MnZnO3,2.18,"['Mn', 'O', 'Zn']"
mp-762,PtS2,0.95,"['Pt', 'S']"
mp-32594,Sm2Se3,2.3,"['Se', 'Sm']"
mp-568847,K4GeSe4,0.64,"['Ge', 'K', 'Se']"
mp-510458,HCN,0.68,"['C', 'H', 'N']"
mp-23501,FeBiO3,2.2,"['Bi', 'Fe', 'O']"
mp-1078217,NaFeF3,0.88,"['F', 'Fe', 'Na']"
mp-31508,KPb2Br5,3.46,"['Br', 'K', 'Pb']"
mp-1016197,MgSiAs2,1.985,"['As', 'Mg', 'Si']"
mp-1214217,CCl2,1.615,"['C', 'Cl']"
mp-7781,CaZrS3,1.9,"['Ca', 'S', 'Zr']"
mp-1274279,FeO,2.0,"['Fe', 'O']"
mp-863430,Zn3In2O6,3.0,"['In', 'O', 'Zn']"
mp-691119,Bi14MoO24,2.91,"['Bi', 'Mo', 'O']"
mp-390,TiO2,3.2,"['O', 'Ti']"
mp-1172870,K2Ho4Cu4S9,2.43,"['Cu', 'Ho', 'K', 'S']"
mp-1211763,KGdTiO4,3.04,"['Gd', 'K', 'O', 'Ti']"
mp-1509,Sn2S3,1.175,"['S', 'Sn']"
mp-2030,RuS2,1.55,"['Ru', 'S']"
mp-17904,Nd2TiO5,3.0,"['Nd', 'O', 'Ti']"
mp-2858,ZrO2,5.0,"['O', 'Zr']"
mp-569128,SiB3,1.1,"['B', 'Si']"
mp-1019967,LaSi3N5,3.915,"['La', 'N', 'Si']"
mp-1080625,Sr2LiReO6,2.21,"['Li', 'O', 'Re', 'Sr']"
mp-27283,TlPb2Cl5,3.42,"['Cl', 'Pb', 'Tl']"
mp-1238804,Cs4PbI6,3.44,"['Cs', 'I', 'Pb']"
mp-556070,Na5Gd(MoO4)4,3.376,"['Gd', 'Mo', 'Na', 'O']"
mp-634101,HCl,2.565,"['Cl', 'H']"
mp-1016200,MgGeAs2,1.95,"['As', 'Ge', 'Mg']"
mp-1112943,Cs2AgSbBr6,1.64,"['Ag', 'Br', 'Cs', 'Sb']"
mp-768814,Y2GeO5,4.0,"['Ge', 'O', 'Y']"
mp-676241,FeCl3,0.685,"['Cl', 'Fe']"
mp-574040,K2SnBr6,1.4049999999999998,"['Br', 'K', 'Sn']"
mp-23054,NaBiO3,2.45,"['Bi', 'Na', 'O']"
mp-1182285,BaBiO3,2.05,"['Ba', 'Bi', 'O']"
mp-755882,MnAl2O4,2.21,"['Al', 'Mn', 'O']"
mp-559551,Cu4Bi4S9,0.915,"['Bi', 'Cu', 'S']"
mp-14577,Rb4Ta2S11,2.58,"['Rb', 'S', 'Ta']"
mp-9481,TcS2,0.9,"['S', 'Tc']"
mp-1198022,Ge,0.7,['Ge']
mp-1247749,CsSnBr3,1.75,"['Br', 'Cs', 'Sn']"
mp-27904,FeSbS,0.8,"['Fe', 'S', 'Sb']"
mp-4438,CaSnO3,4.3,"['Ca', 'O', 'Sn']"
mp-1192770,Rb3In(IO3)6,2.45,"['I', 'In', 'O', 'Rb']"
mp-27130,Li2W2O7,4.35,"['Li', 'O', 'W']"
mp-672,CdS,2.4,"['Cd', 'S']"
mp-10499,LiZr2(PO4)3,3.5,"['Li', 'O', 'P', 'Zr']"
mp-17698,K6CdTe4,2.51,"['Cd', 'K', 'Te']"
mp-1120739,CaCl2,3.2,"['Ca', 'Cl']"
mp-2232,CS2,2.29,"['C', 'S']"
mp-504554,Ba5Ta4O15,4.0,"['Ba', 'O', 'Ta']"
mp-18783,Ca2FeMoO6,2.42,"['Ca', 'Fe', 'Mo', 'O']"
mp-28240,CSO,3.35,"['C', 'O', 'S']"
mp-3858,NaTaO3,4.0,"['Na', 'O', 'Ta']"
mp-554820,ZnS,3.65,"['S', 'Zn']"
mp-22855,HgCl2,4.45,"['Cl', 'Hg']"
mp-22917,CuBr,1.9835,"['Br', 'Cu']"
mp-5532,Sr2TiO4,2.56,"['O', 'Sr', 'Ti']"
mp-20194,CeO2,3.13,"['Ce', 'O']"
mp-1222376,LiZnBO3,3.1,"['B', 'Li', 'O', 'Zn']"
mp-1100868,YCuTe2,0.6,"['Cu', 'Te', 'Y']"
mp-10390,Ta2O5,4.0,"['O', 'Ta']"
mp-23380,Tl3PbI5,2.4850000000000003,"['I', 'Pb', 'Tl']"
mp-11321,Y3TaO7,4.6,"['O', 'Ta', 'Y']"
mp-985829,HfS2,1.93,"['Hf', 'S']"
mp-19387,CdWO4,3.7,"['Cd', 'O', 'W']"
mp-1189598,Y3GaS6,2.88,"['Ga', 'S', 'Y']"
mp-1096782,Ba2VFeO6,1.0,"['Ba', 'Fe', 'O', 'V']"
mp-1199482,K2Gd2Sb2Se9,1.33,"['Gd', 'K', 'Sb', 'Se']"
mp-560338,CrF3,1.53,"['Cr', 'F']"
mp-37906,LiMgN,3.45,"['Li', 'Mg', 'N']"
mp-1315,MgS,0.658,"['Mg', 'S']"
mp-19162,LaVO4,2.69,"['La', 'O', 'V']"
mp-1194714,SrTh(PS4)2,3.02,"['P', 'S', 'Sr', 'Th']"
mp-1112176,CsTlCl3,2.5,"['Cl', 'Cs', 'Tl']"
mp-19803,CdIn2O4,3.225,"['Cd', 'In', 'O']"
mp-5878,KZnF3,4.3805,"['F', 'K', 'Zn']"
mp-22988,CsGeCl3,1.835,"['Cl', 'Cs', 'Ge']"
mp-505526,FeMoO4,2.725,"['Fe', 'Mo', 'O']"
mp-1192550,RbBaPS4,3.3,"['Ba', 'P', 'Rb', 'S']"
mp-3744,NaNbO2,1.5,"['Na', 'Nb', 'O']"
mp-985591,Li6PS5Br,2.12,"['Br', 'Li', 'P', 'S']"
mp-1192531,KCu2SbS3,1.53,"['Cu', 'K', 'S', 'Sb']"
mp-2340,Na2O2,4.84,"['Na', 'O']"
mp-2833,IrS2,0.9,"['Ir', 'S']"
mp-218,Sm2O3,3.7,"['O', 'Sm']"
mp-567681,CsPbBr3,2.3,"['Br', 'Cs', 'Pb']"
mp-4816,LaGaS3,2.5,"['Ga', 'La', 'S']"
mp-1191636,CsCdBO3,2.58,"['B', 'Cd', 'Cs', 'O']"
mp-19097,FeBO3,2.35,"['B', 'Fe', 'O']"
mp-562726,CsGaS3,2.78,"['Cs', 'Ga', 'S']"
mp-1205371,Ba3InS4Cl,3.205,"['Ba', 'Cl', 'In', 'S']"
mp-9380,SrGe4O9,3.28,"['Ge', 'O', 'Sr']"
mp-23737,KMgH3,2.59,"['H', 'K', 'Mg']"
mp-560163,Ca4Si2O7F2,4.8,"['Ca', 'F', 'O', 'Si']"
mp-28290,CdTeO3,3.3,"['Cd', 'O', 'Te']"
mp-866615,CsAg2AsS3,2.7,"['Ag', 'As', 'Cs', 'S']"
mp-683983,TaO2,1.0,"['O', 'Ta']"
mp-1087,SrS,4.779999999999999,"['S', 'Sr']"
mp-556980,Sn3WO6,2.49,"['O', 'Sn', 'W']"
mp-19281,LaCrO3,1.33,"['Cr', 'La', 'O']"
mp-18006,Rb2Cu2SnS4,2.08,"['Cu', 'Rb', 'S', 'Sn']"
mp-684504,Li3Bi2(PO4)3,3.5,"['Bi', 'Li', 'O', 'P']"
mp-23704,NaAlH4,4.8,"['Al', 'H', 'Na']"
mp-844,Ca3N2,1.55,"['Ca', 'N']"
mp-1203522,Cs2HgCl4,3.59,"['Cl', 'Cs', 'Hg']"
mp-35308,CuCN,3.26,"['C', 'Cu', 'N']"
mp-3196,NdGaO3,2.653,"['Ga', 'Nd', 'O']"
mp-19260,Li2WO4,4.175,"['Li', 'O', 'W']"
mp-3666,LiTaO3,4.4,"['Li', 'O', 'Ta']"
mp-665,SnSe2,1.2,"['Se', 'Sn']"
mp-1196490,La4Cd4In2S13,2.27,"['Cd', 'In', 'La', 'S']"
mp-18337,Be3N2,3.8,"['Be', 'N']"
mp-1477,BaSi2,1.3,"['Ba', 'Si']"
mp-1019544,BaZrO3,4.8,"['Ba', 'O', 'Zr']"
mp-540771,BaZrS3,1.83,"['Ba', 'S', 'Zr']"
mp-5955,NaSbF6,3.76,"['F', 'Na', 'Sb']"
mp-33723,BiTeBr,0.6,"['Bi', 'Br', 'Te']"
mp-4604,Li7VN4,1.4,"['Li', 'N', 'V']"
mp-1192452,RbNb2PSe10,1.15,"['Nb', 'P', 'Rb', 'Se']"
mp-1550,AlP,2.48,"['Al', 'P']"
mp-18179,Cd4SiS6,2.5,"['Cd', 'S', 'Si']"
mp-1112887,Cs2InSbCl6,1.0,"['Cl', 'Cs', 'In', 'Sb']"
mp-1195822,CsNb2PSe10,1.15,"['Cs', 'Nb', 'P', 'Se']"
mp-19046,KMnO4,1.04,"['K', 'Mn', 'O']"
mp-541155,VS4,1.0,"['S', 'V']"
mp-541404,VO2,0.7,"['O', 'V']"
mp-504591,PbWO4,3.81,"['O', 'Pb', 'W']"
mp-1225936,CsHgSbSe3,1.89,"['Cs', 'Hg', 'Sb', 'Se']"
mp-1195363,Rb3Bi2Br9,2.62,"['Bi', 'Br', 'Rb']"
mp-3488,Na2Ti3O7,3.51,"['Na', 'O', 'Ti']"
mp-8484,ZnO2,3.6,"['O', 'Zn']"
mp-2507,GaS,2.5,"['Ga', 'S']"
mp-17172,Tl2TeS3,1.6,"['S', 'Te', 'Tl']"
mp-23182,SnI4,2.38,"['I', 'Sn']"
mp-224,WS2,1.8,"['S', 'W']"
mp-27954,CuN3,4.565,"['Cu', 'N']"
mp-1120759,PdSe2,1.0750000000000002,"['Pd', 'Se']"
mp-1205823,Ba2ScTaO6,4.19,"['Ba', 'O', 'Sc', 'Ta']"
mp-11124,CsLaHgSe3,2.485,"['Cs', 'Hg', 'La', 'Se']"
mp-556094,AgBiSCl2,1.0,"['Ag', 'Bi', 'Cl', 'S']"
mp-8755,KNaTe,2.12,"['K', 'Na', 'Te']"
mp-1195571,Cs2Mg2(WO4)3,4.53,"['Cs', 'Mg', 'O', 'W']"
mp-1212633,LaGaGe2O7,3.3,"['Ga', 'Ge', 'La', 'O']"
mp-1958,SrTe,3.5,"['Sr', 'Te']"
mp-9172,Li4TiO4,4.64,"['Li', 'O', 'Ti']"
mp-27742,K2CdO2,3.36,"['Cd', 'K', 'O']"
mp-755231,LiTeO3,2.0,"['Li', 'O', 'Te']"
mp-19426,CaWO4,4.325,"['Ca', 'O', 'W']"
mp-11123,CsYHgSe3,2.54,"['Cs', 'Hg', 'Se', 'Y']"
mp-21735,LiFe5O8,1.765,"['Fe', 'Li', 'O']"
mp-27552,TlPbI3,1.33,"['I', 'Pb', 'Tl']"
mp-1195582,La8Sb2S15,2.3,"['La', 'S', 'Sb']"
mp-683902,Rb3Nb2AsSe11,1.5,"['As', 'Nb', 'Rb', 'Se']"
mp-674333,Na3PO4,2.2,"['Na', 'O', 'P']"
mp-4157,Sr(NO3)2,1.63,"['N', 'O', 'Sr']"
mp-552185,AgNO3,1.86,"['Ag', 'N', 'O']"
mp-23237,BiF3,3.94,"['Bi', 'F']"
mp-557436,NaNb2PS10,1.72,"['Na', 'Nb', 'P', 'S']"
mp-17715,SrTa2O6,4.49,"['O', 'Sr', 'Ta']"
mp-3934,Cu3PS4,2.3,"['Cu', 'P', 'S']"
mp-1200490,Tb4Al2O9,4.59,"['Al', 'O', 'Tb']"
mp-1196438,CsCu2AsS3,2.3,"['As', 'Cs', 'Cu', 'S']"
mp-22598,In2O3,3.3,"['In', 'O']"
mp-1200759,Ba3GeS5,3.0,"['Ba', 'Ge', 'S']"
mp-1041014,MgV2O4,2.81,"['Mg', 'O', 'V']"
mp-22342,PbSeO4,4.3,"['O', 'Pb', 'Se']"
mp-1195243,AgP15,1.38,"['Ag', 'P']"
mp-28013,MnI2,4.220000000000001,"['I', 'Mn']"
mp-7375,KNbO3,3.24,"['K', 'Nb', 'O']"
mp-22922,AgCl,3.25,"['Ag', 'Cl']"
mp-1189614,BaThO3,3.0,"['Ba', 'O', 'Th']"
mp-569766,TeI,1.1,"['I', 'Te']"
mp-541600,RbLaTa2O7,3.81,"['La', 'O', 'Rb', 'Ta']"
mp-1045,Nd2O3,3.875,"['Nd', 'O']"
mp-554408,CsAgSb4S7,2.04,"['Ag', 'Cs', 'S', 'Sb']"
mp-770771,SrSc2O4,4.6,"['O', 'Sc', 'Sr']"
mp-18814,MnCO3,3.104,"['C', 'Mn', 'O']"
mp-1239169,MoS3,1.5,"['Mo', 'S']"
mp-31309,RbInSe2,2.0,"['In', 'Rb', 'Se']"
mp-19319,ErMnO3,1.6,"['Er', 'Mn', 'O']"
mp-10182,LiZnP,2.04,"['Li', 'P', 'Zn']"
mp-1274308,Sr2CoWO6,2.38,"['Co', 'O', 'Sr', 'W']"
mp-755749,Cr2O3,3.08,"['Cr', 'O']"
mp-542067,Rb4Ti3S14,1.59,"['Rb', 'S', 'Ti']"
mp-1188784,Li2CdSnS4,3.26,"['Cd', 'Li', 'S', 'Sn']"
mp-561066,TlS,1.36,"['S', 'Tl']"
mp-571102,TlI,2.815,"['I', 'Tl']"
mp-641923,Cs2SnBr6,2.9,"['Br', 'Cs', 'Sn']"
mp-1180700,LaMnO3,1.7,"['La', 'Mn', 'O']"
mp-641703,Li7P3S11,3.065,"['Li', 'P', 'S']"
mp-757233,Gd2Zr2O7,2.68,"['Gd', 'O', 'Zr']"
mp-11674,Al2Se3,3.1,"['Al', 'Se']"
mp-570577,SrAlSi4N7,4.2,"['Al', 'N', 'Si', 'Sr']"
mp-568525,Sr2SnSe5,0.9,"['Se', 'Sn', 'Sr']"
mp-1104469,CsGdZnTe3,2.13,"['Cs', 'Gd', 'Te', 'Zn']"
mp-1219182,SiGe,0.51,"['Ge', 'Si']"
mp-23419,Sb4Cl2O5,3.0,"['Cl', 'O', 'Sb']"
mp-27767,Li6Si2O7,4.94,"['Li', 'O', 'Si']"
mp-27194,SnI2,2.4,"['I', 'Sn']"
mp-1190100,Tl2Hg3Te4,0.9,"['Hg', 'Te', 'Tl']"
mp-1191200,Li2In2GeSe6,2.3,"['Ge', 'In', 'Li', 'Se']"
mp-20783,YFeO3,2.375,"['Fe', 'O', 'Y']"
mp-574620,CsYZnSe3,2.35,"['Cs', 'Se', 'Y', 'Zn']"
mp-5338,ZnSeO3,2.66,"['O', 'Se', 'Zn']"
mp-570485,SrAlSiH,0.63,"['Al', 'H', 'Si', 'Sr']"
mp-1198248,In2Bi3Se7I,1.5,"['Bi', 'I', 'In', 'Se']"
mp-20187,LiInSe2,2.83,"['In', 'Li', 'Se']"
mp-1228245,BaLa4Ti4O15,3.9,"['Ba', 'La', 'O', 'Ti']"
mp-638078,CsTbZnTe3,2.12,"['Cs', 'Tb', 'Te', 'Zn']"
mp-2879,SrSnO3,4.1,"['O', 'Sn', 'Sr']"
mp-6812,KBaPO4,4.35,"['Ba', 'K', 'O', 'P']"
mp-1214622,Ba2SmTaO6,3.02,"['Ba', 'O', 'Sm', 'Ta']"
mp-19131,LiMnBO3,3.05,"['B', 'Li', 'Mn', 'O']"
mp-629458,BC2N,1.7000000000000002,"['B', 'C', 'N']"
mp-38970,Ga2Te3,1.65,"['Ga', 'Te']"
mp-572892,GeS2,3.71,"['Ge', 'S']"
mp-1202506,Ba2FeBiS5,1.22,"['Ba', 'Bi', 'Fe', 'S']"
mp-573635,Ba2In2Se5,2.295,"['Ba', 'In', 'Se']"
mp-559474,La5Ti2CuS5O7,1.9,"['Cu', 'La', 'O', 'S', 'Ti']"
mp-23020,BiSeI,1.425,"['Bi', 'I', 'Se']"
mp-18855,Co2Te3O8,3.6,"['Co', 'O', 'Te']"
mp-947,Au2S,1.8,"['Au', 'S']"
mp-18997,LiMnPO4,2.0,"['Li', 'Mn', 'O', 'P']"
mp-1224,HgO,2.2,"['Hg', 'O']"
mp-1096926,Cs2InAgCl6,3.3,"['Ag', 'Cl', 'Cs', 'In']"
mp-1194705,Sr2P7Cl,1.9,"['Cl', 'P', 'Sr']"
mp-1232659,MnO,3.75,"['Mn', 'O']"
mp-1198078,Sm2ZrSe5,1.41,"['Se', 'Sm', 'Zr']"
mp-3335,Sm2Ti2O7,3.6,"['O', 'Sm', 'Ti']"
mp-18625,KPSe6,2.16,"['K', 'P', 'Se']"
mp-776110,SiSnO3,3.1,"['O', 'Si', 'Sn']"
mp-22963,K2TeBr6,2.17,"['Br', 'K', 'Te']"
mp-20852,NdMnO3,3.02,"['Mn', 'Nd', 'O']"
mp-23436,Cs4PbBr6,3.95,"['Br', 'Cs', 'Pb']"
mp-29529,NaSnP,1.19,"['Na', 'P', 'Sn']"
mp-1218879,Sr2Al2SiO7,4.11,"['Al', 'O', 'Si', 'Sr']"
mp-568379,KInSnSe4,1.8,"['In', 'K', 'Se', 'Sn']"
mp-18685,SrCu2GeS4,2.5,"['Cu', 'Ge', 'S', 'Sr']"
mp-2423265,KCoO2,1.0,"['Co', 'K', 'O']"
mp-6798,Ba2NaReO6,2.45,"['Ba', 'Na', 'O', 'Re']"
mp-30311,Zn3(PS4)2,3.13,"['P', 'S', 'Zn']"
mp-2979,ZnGeN2,3.2,"['Ge', 'N', 'Zn']"
mp-539,Ga2S3,2.99,"['Ga', 'S']"
mp-1057015,PbS,0.7,"['Pb', 'S']"
mp-10347,CsCa2Ta3O10,3.8,"['Ca', 'Cs', 'O', 'Ta']"
mp-545482,PdSeO3,2.75,"['O', 'Pd', 'Se']"
mp-5795,CaMg2N2,3.25,"['Ca', 'Mg', 'N']"
mp-22885,XeF2,3.035,"['F', 'Xe']"
mp-913,CdP2,0.81,"['Cd', 'P']"
mp-6296,K6Cd4Sn3Se13,2.33,"['Cd', 'K', 'Se', 'Sn']"
mp-7475,La2S3,2.59,"['La', 'S']"
mp-999265,RbYS2,4.0,"['Rb', 'S', 'Y']"
mp-23703,LiH,2.76,"['H', 'Li']"
mp-13287,BaCuTeF,2.65,"['Ba', 'Cu', 'F', 'Te']"
mp-13979,Ca2Nb2O7,2.14,"['Ca', 'Nb', 'O']"
mp-19114,Ca2NiWO6,2.32,"['Ca', 'Ni', 'O', 'W']"
mp-4287,Sr2SnO4,4.7,"['O', 'Sn', 'Sr']"
mp-1522,FeS2,0.95,"['Fe', 'S']"
mp-567503,PbI2,2.32,"['I', 'Pb']"
mp-19009,NiO,3.6,"['Ni', 'O']"
mp-1191072,BaGa4Se7,2.73,"['Ba', 'Ga', 'Se']"
mp-27411,TlP5,2.02,"['P', 'Tl']"
mp-1202711,BaSn2S5,2.335,"['Ba', 'S', 'Sn']"
mp-1203526,Cd4As2Br3,1.825,"['As', 'Br', 'Cd']"
mp-1224772,HNO3,3.75,"['H', 'N', 'O']"
mp-760510,Sr2Bi2O5,3.17,"['Bi', 'O', 'Sr']"
mp-27936,Na2SbF5,0.6,"['F', 'Na', 'Sb']"
mp-995198,CO2,2.2,"['C', 'O']"
mp-1195624,Ba3Sb2S7,2.4,"['Ba', 'S', 'Sb']"
mp-1194731,CsBa2SnS4Cl,2.06,"['Ba', 'Cl', 'Cs', 'S', 'Sn']"
mp-29862,SnBr2,3.45,"['Br', 'Sn']"
mp-28377,CsGeI3,1.6,"['Cs', 'Ge', 'I']"
mp-23388,Bi2(MoO4)3,2.77,"['Bi', 'Mo', 'O']"
mp-22428,SrCeO3,3.01,"['Ce', 'O', 'Sr']"
mp-1211748,K3Ta2AsS11,2.21,"['As', 'K', 'S', 'Ta']"
mp-23407,Hg(IO3)2,2.61,"['Hg', 'I', 'O']"
mp-510347,In5S5Br,1.55,"['Br', 'In', 'S']"
mp-510062,CsSmCdSe3,2.46,"['Cd', 'Cs', 'Se', 'Sm']"
mp-18834,SrMoO4,3.415,"['Mo', 'O', 'Sr']"
mp-28885,PSe,0.94,"['P', 'Se']"
mp-1103397,BaSnF4,2.5,"['Ba', 'F', 'Sn']"
mp-4571,CaZrO3,3.3,"['Ca', 'O', 'Zr']"
mp-683903,Cs3Nb2AsSe11,1.35,"['As', 'Cs', 'Nb', 'Se']"
mp-3924,LiNbO2,3.16,"['Li', 'Nb', 'O']"
mp-2383161,WO3,2.7,"['O', 'W']"
mp-572758,ReS2,1.47,"['Re', 'S']"
mp-1188364,Tl2Hg3S4,2.05,"['Hg', 'S', 'Tl']"
mp-571020,CsMgH3,3.3,"['Cs', 'H', 'Mg']"
mp-601861,RbInS2,3.05,"['In', 'Rb', 'S']"
mp-547792,KSbO3,4.76,"['K', 'O', 'Sb']"
mp-1103970,FeSO4F,1.5,"['F', 'Fe', 'O', 'S']"
mp-20282,CsPbF3,2.55,"['Cs', 'F', 'Pb']"
mp-8830,NaRhO2,1.33,"['Na', 'O', 'Rh']"
mp-23262,Bi2O3,2.8,"['Bi', 'O']"
mp-23127,Ba2BiSbO6,3.0,"['Ba', 'Bi', 'O', 'Sb']"
mp-9028,PrBN2,4.0,"['B', 'N', 'Pr']"
