mpid,formula,bg_comp,bg_exp
mp-757200,Li3Si2Bi3O10,3.2757,
mp-757204,LiMnPO4,3.254099999999999,
mp-757205,Y2Th5O13,2.7207,
mp-757208,Li3V2CrO6,1.888199999999999,
mp-757210,Li6VO4F,2.3528,
mp-757211,Li2MnP2O7,1.6175000000000002,
mp-757212,LiV(CO3)2,1.9768,
mp-757213,Li6V3P8O29,1.2362,
mp-757216,Li3MnFe3O8,1.6421,
mp-757217,Li6V3P8O29,1.0602,
mp-757218,K4Na2H18Pd(IO10)2,1.7586,
mp-757219,LiSiBiO4,3.4076,
mp-757222,Li7Fe2P7O24,2.5575,
mp-757224,Th4P6O23,4.258999999999999,
mp-757225,Li3TiCr3O8,1.9364,
mp-757226,Li2VP2O7,2.1589,
mp-757227,LiFePO4,3.3962,
mp-757231,LiMn2P2HO8,3.7982,
mp-757233,Gd2Zr2O7,,2.68
mp-757234,VF4,2.221,
mp-757236,Li6MnNiP2(CO7)2,2.8522,
mp-757238,GdAsO4,1.158399999999999,
mp-757239,LiMnPO4,2.9725,
mp-757240,Li3Fe(PO4)2,2.4926999999999992,
mp-757241,V5W3O20,1.231899999999999,
mp-757242,Li5AuO4,1.9587999999999992,
mp-757245,Cr5(Si2O7)2,0.7892999999999991,
mp-757248,Li2FePO5,2.590799999999999,
mp-757250,Li2Mn(SiO3)2,2.8109,
mp-757255,LiFePO4,3.8361,
mp-757256,ZnH4(IO4)2,3.2913,
mp-757257,Li4CrCo3(PO4)4,1.135899999999999,
mp-757259,LiMnPO4,3.598099999999999,
mp-757260,Li6MnSiO6,3.085099999999999,
mp-757263,Li7V3P8O29,0.5714,
mp-757264,LiVPO4,2.729,
mp-757267,Li6CrNiP2(CO7)2,1.860899999999999,
mp-757268,Li3V(PO4)2,1.894299999999999,
mp-757269,Li3Fe4(BO3)4,1.285899999999999,
mp-757270,LiCrPO4,1.8577,
mp-757273,Li2Si6Ni3O16,3.445599999999999,
mp-757274,Bi17W3O34,2.0285,
mp-757275,LiMnF3,3.5688,
mp-757277,Li2Ti2CoO6,2.3535,
mp-757278,Li3V(PO4)2,1.760499999999999,
mp-757280,Ba2As6O11,3.1926,
mp-757281,Li5V3(CoO5)2,1.0024,
mp-757282,Li2Sn5(PO4)4,2.511,
mp-757283,Li8V3P8O29,1.2925,
mp-757289,Li6Fe3Sb(PO4)6,1.3332000000000002,
mp-757290,MgH12SeO10,3.9552,
mp-757292,Li3Si6NiO15,1.7001,
mp-757294,Li2Fe3Si3O10,3.1425,
mp-757296,Li2V3CoO8,1.5176,
mp-757297,CoH2SeO4,1.8417999999999992,
mp-757298,Li3Cr2(PO4)3,2.096,
mp-757300,LiNiPO4,3.4234,
mp-757301,LiSn(PO3)3,4.0699,
mp-757302,P3W2O13,1.8082,
mp-757303,Mg17(As3O16)2,2.7022,
mp-757304,Sr16V12O39,0.6957,
mp-757306,LiCu(PO3)4,0.5950000000000001,
mp-757307,LiV(SiO3)2,2.1235,
mp-757309,Li6VSb3(PO4)6,1.632099999999999,
mp-757311,Li2Fe3(Si3O8)2,2.9702,
mp-757312,NaInBP2HO9,4.1029,
mp-757313,Li4V(PO4)2,2.7379,
mp-757314,LiCrPO4,2.026399999999999,
mp-757317,Li3Cr(PO4)2,2.7367,
mp-757319,LiVPO4,2.863299999999999,
mp-757320,Ti13(Fe5O14)3,1.4752,
mp-757321,Li3V2(PO4)3,2.0794,
mp-757322,LiVPO4,2.5268,
mp-757324,CeZr6O14,2.152,
mp-757326,Zn2Fe7O12,1.1595,
mp-757328,Li7Mn2P7O24,1.2326,
mp-757329,Li3V3P8O29,1.288,
mp-757331,Gd3Y5O12,3.2729,
mp-757332,Li4Mn3V(PO4)4,2.6028,
mp-757333,Al12PbO19,4.519,
mp-757334,Li3V(PO4)2,2.413599999999999,
mp-757335,Li2CrP2O7,3.1186,
mp-757336,Hf2N2O,2.1526,
mp-757339,Li16Fe4SiO16,2.1994,
mp-757340,Al19CrO30,3.9429,
mp-757342,LiCrPO4,2.2323,
mp-757343,Ca4Bi6O13,,2.76
mp-757344,Li2Si4Ni2O11,4.213100000000001,
mp-757345,LiMnPO4,3.6388,
mp-757346,LiCrPO4,2.4723,
mp-757349,LiSiBiO4,2.868299999999999,
mp-757350,Li3VOF5,2.9899,
mp-757353,LiV(PO3)4,2.2739000000000003,
mp-757355,Li2MnCr(PO4)2,2.3405,
mp-757358,LiMnPO5,1.2573,
mp-757359,LiFe2(PO4)2,1.5265,
mp-757360,HgTe(HO)7,2.6942,
mp-757363,Li6Fe3Co(PO4)6,1.730299999999999,
mp-757365,LaTa3O9,2.4693,
mp-757366,Li2CoP2O7,2.871699999999999,
mp-757368,LiCoPO4,2.742499999999999,
mp-757369,Li2CoP2O7,2.903,
mp-757370,Ti5Fe11O24,1.0347,
mp-757371,Li2Cr2P2O9,2.4264,
mp-757373,Li7V3P8O29,1.0528,
mp-757374,LiTi3V(PO4)6,1.2387,
mp-757375,Ti2Sn3O10,1.8751,
mp-757376,KAl11O17,4.7425000000000015,
mp-757380,Li7V3P8O29,0.8511000000000001,
mp-757381,LiCrPO4,2.8463000000000003,
mp-757383,LiSiBiO4,3.1641,
mp-757386,LiCrPO4,2.506499999999999,
mp-757387,NaNi3P4H8NO16,4.3795,
mp-757392,Li2PWO6,2.849,
mp-757398,NaMnP2H10NO10,3.9037,
mp-757400,Li6V3P8O29,0.7614000000000001,
mp-757402,Li3Ni2(CO3)4,0.6627000000000001,
mp-757404,Li2Cu2Si5O13,0.625,
mp-757405,LiCoPO4,2.8668,
mp-757406,LiFePO4,3.6999,
mp-757407,Sr2Tl2O5,1.2395,
mp-757408,Li2Fe5(Si2O7)2,2.8575,
mp-757410,VF4,1.444899999999999,
mp-757411,Li2CoP2O7,2.972299999999999,
mp-757413,Li2Si4Ni4O13,3.4563,
mp-757415,Na2FeO2,0.8314,
mp-757416,Li2V4OF12,1.7229,
mp-757417,Li4Mn3Ni(PO4)4,2.7986,
mp-757421,Li2Cr3Si3O10,2.3316,
mp-757422,LiMn(SiO3)2,0.7473000000000001,
mp-757423,Li4VNi3(PO4)4,1.525799999999999,
mp-757426,Li2FeSiO4,2.7859,
mp-757427,Li3Fe(Si2O5)3,3.2329,
mp-757428,Cd2Si(P2O7)2,4.0032,
mp-757429,Li2Fe2Si4O11,3.4646,
mp-757430,Li2CuPO4,1.428999999999999,
mp-757434,LiSi6Bi9O26,2.8794,
mp-757435,Ti11Fe17O42,1.0425,
mp-757437,LiCoPO4,2.605899999999999,
mp-757438,Li4Fe2Si3O10,3.3015,
mp-757441,Li5Mn2Fe3(PO4)6,2.186,
mp-757442,Ca3In2O6,2.238099999999999,
mp-757445,LiVPO5,1.5256,
mp-757447,LiFeSiO4,3.177499999999999,
mp-757449,LiFe(SiO3)2,2.7681999999999998,
mp-757450,Sc2Ge2O7,3.7047,
mp-757451,Li3Fe(PO4)2,2.4843,
mp-757455,LiFePO4,3.4957000000000003,
mp-757456,Li4Fe(PO3)6,4.371,
mp-757457,LaNb3O9,1.7846000000000002,
mp-757460,Li2Fe(Si2O5)3,1.7102,
mp-757463,CsFeBP2HO9,2.7398,
mp-757465,LiFePO4,3.5637,
mp-757466,Li3Si2BiO7,3.7846,
mp-757467,Mn5SnO12,1.466799999999999,
mp-757468,LiVPO5,1.0401,
mp-757469,Li6V3Cr(PO4)6,1.9631,
mp-757471,Li2V(SiO3)3,2.131399999999999,
mp-757472,Li7Mn7(P4O17)2,1.026199999999999,
mp-757476,CoP2WO8,2.0195,
mp-757477,Li4MnV3(PO4)4,2.694099999999999,
mp-757479,Li2Sn(PO3)6,2.3889,
mp-757481,Li2FeP2O7,1.7603,
mp-757482,Li2Mn2Si5O13,3.4408,
mp-757485,Ti2Fe4O9,0.9076,
mp-757486,Li3Cr(PO4)2,2.8498,
mp-757487,VOF,1.069699999999999,
mp-757488,Ti9Fe11O30,1.351099999999999,
mp-757490,LiSnPO4,3.3774,
mp-757495,Sn(PO3)4,3.001,
mp-7575,LiZnN,,1.9449999999999998
mp-757500,Li4VFe(WO6)2,1.261,
mp-757502,Li2CrSiO4,2.588899999999999,
mp-757504,ZrTi2O6,2.652799999999999,
mp-757506,Li2CoP2O7,2.5356,
mp-757507,Sm3Bi5O12,2.5898,
mp-757510,LiNi4(PO4)3,3.2116,
mp-757511,Li2Ni(PO3)4,4.5107,
mp-757512,Li2Cr4Si4O13,1.4712,
mp-757513,Li2Mn3CoO8,1.428,
mp-757515,Li2Cr(PO4)2,0.7229000000000001,
mp-757516,LiNi4(PO4)3,3.2862,
mp-757517,Li6V3P8O29,1.3142,
mp-757519,Li2Co(Si2O5)2,3.2764,
mp-757520,LiCoPO4,2.5338000000000003,
mp-757522,Li3V3P8O29,0.685999999999999,
mp-757523,Li2Fe2Si5O13,3.5372,
mp-757524,V(CO3)2,1.2893,
mp-757528,Na11(WO3)13,1.0254,
mp-757536,Li6V3P8O29,1.0446,
mp-757540,LiFeSiO4,2.7333,
mp-757541,LiSiBiO4,3.231899999999999,
mp-757544,LiFeSiO4,2.6764,
mp-757547,Li2Sn3(P2O7)2,3.0831,
mp-757548,CoSn3(PO4)4,0.8635,
mp-757550,Li3V3P8O29,0.5847,
mp-757556,Li7V3P8O29,0.9115,
mp-757557,Li5VP3O11,3.150499999999999,
mp-757558,Li2NbCo3O8,0.6675000000000001,
mp-757559,LiBiP2O7,4.4588,
mp-757560,Li3Sn2(PO3)7,4.383100000000001,
mp-757562,LiP4WO12,4.0873,
mp-757564,Li5Mn3(FeO5)2,1.0806,
mp-757567,LiFeCO4,1.9645,
mp-757568,LiMnPO4,3.6094,
mp-757570,LiFe(SiO3)2,2.969699999999999,
mp-757573,MnVHPbO5,1.8768,
mp-757574,Ba8In8O19,1.455,
mp-757575,LiV(PO3)4,2.535599999999999,
mp-757576,Li3P2WO9,3.3804,
mp-757577,LiPWO5,2.2712,
mp-757579,Li3Fe(PO4)2,1.9379,
mp-757580,LiP4WO12,4.23,
mp-757582,Li4FeP2O9,1.1233,
mp-757584,Li4VP2O9,1.2608,
mp-757586,Ba2Tl(HO)7,2.4953,
mp-757587,Dy5Bi11O24,2.6641999999999992,
mp-757589,Li3V3P8O29,1.0087,
mp-757590,LiSnPO4,3.6351999999999993,
mp-757591,Li6V3P8O29,1.2115,
mp-757592,LiCa3Fe5Sn3O16,0.8642000000000001,
mp-757594,Os(OF2)2,1.9011999999999991,
mp-757596,LiFeSi3O8,3.2045,
mp-757600,Li3MnF6,1.6044,
mp-757602,Li4Cr3Co(PO4)4,0.6574,
mp-757604,LiCr(SiO3)2,3.1934,
mp-757606,LiNiPO4,3.3493,
mp-757608,Hg2P2H4O9,1.8809,
mp-757609,Li2FeCO4,2.6885,
mp-757610,LiP(WO4)2,1.8857,
mp-757611,Li2CoNi(PO4)2,2.584799999999999,
mp-757613,Li2Co3SbO8,0.8174999999999991,
mp-757614,LiFeO2,1.712499999999999,
mp-757615,LiP2WO7,4.092099999999999,
mp-757618,LiFeSi3O8,3.1971,
mp-757620,LiVOF3,2.0031,
mp-757622,Li3V3P8O29,0.9409,
mp-757623,Li2Cr2Si4O11,1.855999999999999,
mp-757624,Sr3La4O9,3.840699999999999,
mp-757625,Li2P4WO13,3.0138,
mp-757627,LiV3P3O11,2.5415,
mp-757629,Li3Fe(PO4)2,1.9917999999999991,
mp-757630,LiCoPO4,2.8762,
mp-757631,Li6V3P8O29,0.9566,
mp-757632,Li6V3P8O29,1.3968,
mp-757633,Li3V3P8O29,1.0929,
mp-757635,Li4MnP2O9,1.6142,
mp-757636,NbTlO3,0.955,
mp-757640,Li2Ni(PO3)4,3.5893,
mp-757642,LiMnPO4,2.9955,
mp-757643,Li6Ni3P6WO24,2.2055,
mp-757644,Li2Fe2C2O7,2.9417,
mp-757646,Li3Mn(PO4)2,0.5646,
mp-757647,Li2Mn2(Si2O5)3,3.2499,
mp-757648,LiFe(SiO3)2,3.0002,
mp-757649,Li3Fe(PO4)2,1.7471,
mp-757650,LiCoPO4,2.6568,
mp-757651,Li3Mn(PO4)2,1.1737,
mp-757653,LiFePO4,3.6826,
mp-757661,LiNiPO4,3.6031999999999993,
mp-757664,Li2CoSiO4,2.7175,
mp-757665,LiNiPO4,3.524,
mp-757667,LiMnPO4,3.4363,
mp-757669,LiCuC2O5,1.3792,
mp-757670,Li4Mn2Si3O10,3.159,
mp-757672,LiCoPO4,2.802699999999999,
mp-757675,LiMnPO4,3.314399999999999,
mp-757678,Li3V2(PO4)3,2.0829,
mp-757680,LiNiPO4,2.9975,
mp-757681,LiNiPO4,3.441599999999999,
mp-757682,LiNiPO4,3.1097,
mp-757684,LiFe4(BO3)4,1.6205999999999992,
mp-757686,Li2Si3Ni2O9,3.2407999999999992,
mp-757698,Mn23FeO32,0.657299999999999,
mp-757708,Li7V3P8O29,0.575299999999999,
mp-757710,Li7V3P8O29,0.7753000000000001,
mp-757714,Li2CrNi(PO4)2,1.7859999999999991,
mp-757715,Tb(BiO2)3,2.664399999999999,
mp-757717,Li2MnP2O7,3.266999999999999,
mp-757718,Li2MnV(PO4)2,2.6847000000000003,
mp-757719,Li2MnP2O7,2.6362,
mp-757720,LiV(CO3)2,1.910299999999999,
mp-757722,BaZnGeO4,2.8955,
mp-757726,Li7Mn4P9O32,0.8469000000000001,
mp-757727,BaB2H2O5,4.7844,
mp-757728,Li2Cr3(SiO3)4,2.3455,
mp-757730,Li2CoCO4,2.5814999999999992,
mp-757731,Li4Nb2Fe3Co3O16,0.847399999999999,
mp-757732,LiFe(PO3)3,3.5699,
mp-757733,Li2CrSiO4,1.311099999999999,
mp-757737,Li2Co2(CO3)3,2.7725,
mp-757743,Li2MnSi3O8,2.984099999999999,
mp-757745,Ba4In2O7,1.4717,
mp-757746,Li5MnP3O11,4.2671,
mp-757747,LiSn4(PO4)3,2.937099999999999,
mp-757748,Li3Mn2(PO4)3,0.7835999999999991,
mp-757753,Li6VFe3(PO4)6,1.7539,
mp-757754,LiFePO4,3.1045,
mp-757758,LiTi3Nb(PO4)6,2.5218,
mp-757760,Li2Mn2Co(PO4)3,0.7507,
mp-757761,Li3V(Si2O5)3,2.4198,
mp-757763,LiNiPO4,2.8639,
mp-757765,Li3NbP3O11,0.7053,
mp-757766,FeBi25O39,2.2279,2.8
mp-757770,Li3MnPO5,2.4135,
mp-757776,Li2CoP2O7,3.1446,
mp-757777,LiSiBi3O7,2.976099999999999,
mp-757778,Li2V(Si2O5)3,2.203999999999999,
mp-757780,LiCoPO4,1.8255,
mp-757781,LiSi2(BiO3)3,3.1438,
mp-757784,Li8V3P8O29,0.931,
mp-757785,Bi12PbO19,2.2324,
mp-757786,Li2V3P9O28,1.952,
mp-757787,Li2VOF3,1.8385999999999991,
mp-757788,LiNb(PO3)4,0.8563000000000001,
mp-757790,LiP2WO8,2.531399999999999,
mp-757791,SmY15O24,4.112399999999999,
mp-757792,Li5Fe8(BO3)8,1.2979,
mp-757800,LiCuCO3,1.6001,
mp-757801,Mn(Bi5O8)5,1.388499999999999,
mp-757803,LiTi2V3O12,2.3399,
mp-757804,LiCoPO4,3.1505,
mp-757805,LiV(PO3)4,2.1977,
mp-757807,Li2CoP2O7,2.4447,
mp-757809,LiMnPO4,3.4096,
mp-757811,Li3V3(PO4)4,1.8746,
mp-757813,LiCoSbO4,1.6405,
mp-757814,Fe4OF7,0.7312999999999991,
mp-757817,Li2Nb(PO4)2,1.200899999999999,
mp-757818,LiMnPO4,3.6088,
mp-757819,LiNiPO4,3.391,
mp-757820,LiNiPO4,3.192199999999999,
mp-757822,LiCoSiO4,1.342,
mp-757823,LiNi(PO3)3,2.9963,
mp-757824,Li5Mn3Co2(PO4)6,0.870699999999999,
mp-757826,CsCa(NO2)3,2.6181,
mp-757828,LiMnPO5,0.6669,
mp-757829,LiCrPO4,2.9355,
mp-757831,Li2CoP2O7,1.984999999999999,
mp-757833,Li2FeSiO4,3.157,
mp-757836,BeH2SeO4,4.7645,
mp-757837,LiCoPO4,2.6986,
mp-757838,LiSn(PO3)3,4.151999999999999,
mp-757839,LiCoPO4,2.609,
mp-757840,Ba4(PtO3)3,1.5148,
mp-757841,Li2VSi7O16,1.2348,
mp-757842,LiVCoO4,1.527499999999999,
mp-757845,LiNb(PO3)4,1.1258,
mp-757848,Li2CoP2O7,2.2426,
mp-757850,K4Sb2O5,2.5575,
mp-757853,Na4Ti5O12,2.9379,
mp-757854,VF5,3.198199999999999,
mp-757855,V2Co(HO2)4,2.0867,
mp-757858,V3Zn7H3SO19,2.701699999999999,
mp-757860,K2W4O13,1.9062,
mp-757863,Li4VCr(WO6)2,1.4106,
mp-757865,Li2Co(Si2O5)2,2.466299999999999,
mp-757866,LiMn(SiO3)2,0.9289,
mp-757867,LiNiPO4,3.4608,
mp-757868,K2Li3CoO4,1.4735,
mp-757869,LiCoPO4,2.660399999999999,
mp-757873,Co(Bi5O8)5,0.8597,
mp-757874,LiSiBiO4,3.1436,
mp-757876,LiMnSi3O8,1.487699999999999,
mp-757878,Na5Cu(HO2)2,1.4867,
mp-757880,LiCoPO4,2.9814,
mp-757883,LiSiBiO4,2.950999999999999,
mp-757884,Li2Sn3(P2O7)2,2.5153,
mp-757885,LiSnPO4,2.6681,
mp-757887,Li2Co(Si2O5)2,3.2401,
mp-757889,LiSn(PO3)3,3.9067,
mp-757890,LiSiBiO4,3.4888,
mp-757891,Li8V3P8O29,0.6427,
mp-757894,LiCoPO4,2.476,
mp-757895,Li2CrCo(PO4)2,1.079199999999999,
mp-757899,Li3Sn2(PO4)3,2.1927,
mp-757901,LiSnPO4,3.4724,
mp-757902,LiCoPO4,2.9247,
mp-757904,Li3V3P8O29,1.2114,
mp-757908,LiFeP2O7,2.3061,
mp-757910,NiSn(PO4)2,2.8697,
mp-757911,MgAl10O16,4.4934,
mp-757917,Be(GaO2)2,2.8899,
mp-757918,LiV4(PO4)3,2.6747,
mp-757919,LiVP2O7,2.036699999999999,
mp-757920,LiVPO5,1.6025,
mp-757921,Li4Co2Si3O10,2.8895,
mp-757924,SbH5(Cl3O)2,1.931299999999999,
mp-757928,LiCoPO4,2.414,
mp-757930,Li2Co3SbO8,0.5588999999999991,
mp-757931,LiV(PO3)3,2.8023,
mp-757932,Li4Mn7O16,1.045899999999999,
mp-757933,Li2CrSi4O11,0.9558,
mp-757934,LiNiPO4,3.4714,
mp-757936,LiCoPO4,3.176,
mp-757937,CrHSe3O8,2.3743,
mp-757938,LiCoPO4,2.8182,
mp-757939,LiFeCO4,1.977199999999999,
mp-757940,Li2Fe(CO3)2,3.4432,
mp-757941,LiNiPO4,3.076799999999999,
mp-757942,LiNiPO4,3.143,
mp-757944,LiNiPO4,3.146899999999999,
mp-757945,LiSnPO4,3.653599999999999,
mp-757946,Li2SnP2O7,3.0891,
mp-757948,LiV(OF)2,2.7897,
mp-757949,LiFe2C2O7,1.5499,
mp-757951,LiP3(WO6)2,2.634499999999999,
mp-757953,ThNb4O12,0.9833,
mp-757954,Li2P2WO8,2.844999999999999,
mp-757956,LiP2WO7,3.9659999999999993,
mp-757957,LiMnCO4,1.306,
mp-757960,LiNiPO4,3.2342,
mp-757962,LiCoPO4,2.8762,
mp-757963,K2MgH8(CO5)2,4.9095,
mp-757964,LiSn2P5O16,2.349299999999999,
mp-757969,LiCoPO4,3.070999999999999,
mp-757970,LiNiPO4,3.6951,
mp-757971,Li7Cr2O8,0.5376000000000001,
mp-757972,Li2VP3O10,2.1352,
mp-757973,LiP4WO12,4.1198,
mp-757975,LiMn2O4,0.6566000000000001,
mp-757976,LiNiCO4,0.5741,
mp-757978,LiP3W2O13,3.2761,
mp-757981,Na2SnGe2(HO4)2,2.5175,
mp-757982,In(HO)3,2.3273,
mp-757984,LiPW4O13,0.897899999999999,
mp-757985,Li2CoSiO4,2.8566000000000003,
mp-757986,Li4V7(PO4)6,0.6002000000000001,
mp-757988,Li4FeSi2O7,4.1088000000000005,
mp-757989,LiP2WO8,3.6562,
mp-757990,Li3V3(PO4)4,1.871999999999999,
mp-757992,Li3P2WO8,4.2206,
mp-757993,Li4V2OF7,0.7107999999999991,
mp-757994,LiP4WO12,4.0129,
mp-757995,LiP4WO12,1.5023,
mp-757998,Li2Ni3TeO8,0.5263,
mp-757999,LiV(CO3)2,1.9734,
mp-7580,Hg3(SF)2,1.8372,
mp-758001,Li2VCO5,0.8902999999999991,
mp-758003,Li4Ti2V3Co3O16,1.349999999999999,
mp-758004,K3Nb7O19,2.1187,
mp-758006,Ca2SiO4,4.4063,
mp-758010,LiMnPO4,3.3372,
mp-758011,Li2Fe4Si4O13,2.9365,
mp-758014,Li2Co(SiO3)2,3.1933,
mp-758017,Li4Mn3Co(PO4)4,1.984799999999999,
mp-758018,Li3P2WO8,4.103199999999999,
mp-758019,LiP2WO7,3.69,
mp-758021,LiV(PO3)4,2.812299999999999,
mp-758022,LiCoPO4,,3.4
mp-758024,LiNiPO4,3.1173,
mp-758026,Li4Si4Bi2O13,2.43,
mp-758027,Li2V(PO3)4,2.3674,
mp-758028,Ca3V10O25,0.9242,
mp-758030,Li3V3P8O29,1.178799999999999,
mp-758031,Li4Sn(PO3)6,4.258599999999999,
mp-758032,LiV(PO3)4,2.5614,
mp-758033,Y13Ho19O48,4.182600000000001,
mp-758036,Li2V2Si5O13,2.5017,
mp-758038,La2Ti3O9,1.9871999999999992,
mp-758041,Li3V(CO3)3,2.9882,
mp-758042,Li4Fe3Co3(SbO8)2,0.537099999999999,
mp-758043,LiNiPO4,3.583199999999999,
mp-758045,LiNiPO4,3.1597,
mp-758046,Li4Mn3Co3(NiO8)2,0.899,
mp-758048,LiNiPO4,2.866999999999999,
mp-758054,LiAgF4,0.9932999999999992,
mp-758055,LiNiPO4,3.220999999999999,
mp-758057,Li4CoSn3(PO4)4,1.9623,
mp-758059,Ba7Pb17O24,2.3275,
mp-758060,Fe2C2O7,1.7446000000000002,
mp-758062,Li2NbCo3O8,0.7561,
mp-758064,LiCoPO4,2.988,
mp-758065,LiVP2O7,2.625499999999999,
mp-758066,Li2V3(P2O7)2,2.7024,
mp-758067,Li2Co2P2O9,0.8091,
mp-758072,LiFeP2O7,2.5562,
mp-758074,LiVPO5,2.9753,
mp-758075,Fe2H4O2F5,1.587,
mp-758076,LiMnP2O7,0.9471,
mp-758077,Li(Fe2O3)4,1.0797,
mp-758078,Li2Co3(SiO4)2,2.4703,
mp-758080,LiV(CO3)2,2.3748,
mp-758081,LiCoSnO4,1.2628,
mp-758083,Co2C2O7,0.7939,
mp-758085,LiV(PO3)4,2.2557,
mp-758086,LiSn(PO3)3,4.2303,
mp-758091,LiVF4,3.0491,
mp-758092,LiCoPO4,2.39,
mp-758094,Ce6Y2O15,1.8196999999999992,
mp-758096,SbOF3,1.923099999999999,
mp-758097,H6C2N4O,4.5933,
mp-758098,LiP3(WO6)2,2.7689,
mp-7581,MoSe2,1.361999999999999,
mp-758100,LiCuPO4,0.5241,
mp-758103,YH2(CO3)2,3.4785,
mp-758105,Li5Fe11O16,0.5926,
mp-758106,LiNiPO4,2.8255,
mp-758108,LiFe2P3O11,1.505,
mp-758109,Mn2PH2CO7,1.0754,
mp-758115,Li2SnP2O7,4.069599999999999,
mp-758116,Li2Cr3WO8,2.4024,
mp-758117,LiFeCO4,2.2662,
mp-758121,Fe2(CO3)3,1.8766999999999991,
mp-758123,CoSbO4,2.114,
mp-758124,LiCo(CO3)2,0.7745000000000001,
mp-758125,LiCo2C2O7,1.0038,
mp-758128,NaCoH2C3O7,2.6116,
mp-758131,VPH7N2O5,2.8255,
mp-758132,Li5Fe3Co2(PO4)6,2.3781,
mp-758135,LiCoSiO4,1.5102,
mp-758136,LiFe(PO3)4,2.5293,
mp-758141,LiFeSi3O8,3.259699999999999,
mp-758142,Li6TiFe3(PO4)6,1.3866,
mp-758146,LiCoCO4,0.8597,
mp-758147,LiCu(PO3)3,0.5877,
mp-758148,LiNiPO4,3.5515,
mp-758149,Li4V3P8O29,0.7502000000000001,
mp-758157,Na4H2RuN6O13,2.1353,
mp-758158,Li2V5(PO4)4,2.3911,
mp-758160,Co(IO3)2,2.5534,
mp-758163,Li3MnCo3O8,0.6543000000000001,
mp-758167,Mn3Ga4P6(H2O5)6,3.5464,
mp-758168,NaZn2HSe2O7,3.7643999999999993,
mp-758169,KV6O14,1.1048,
mp-758171,Li2Cr2Si2O7,1.1063,
mp-758172,Li4Ni3(OF3)2,3.5669,
mp-758173,Li3Fe2(SiO4)2,1.398499999999999,
mp-758174,Y6O5F8,4.975,
mp-758175,LiV2(CO3)4,0.838399999999999,
mp-758177,Li4Fe5(NiO6)2,0.734,
mp-758179,LiCu2PO4,0.7312000000000001,
mp-758181,Li2VF4,2.7709,
mp-758182,Li2Cr(SiO3)2,1.6578,
mp-758183,Ti3V2Fe(PO4)6,0.7339000000000001,
mp-758184,LiFe(PO3)3,4.1848,
mp-758185,Li3V2(O2F)2,0.7161000000000001,
mp-758186,Li3Fe(PO4)2,2.2509,
mp-758188,Li2CrSiO4,1.369,
mp-758191,Li2Fe2(CO3)3,3.8471,
mp-758195,Li3VO3F,1.9787,
mp-758196,Mg3(AsO4)2,3.0315,
mp-758199,LiCoSiO4,0.9649999999999992,
mp-7582,GeS2,2.5974999999999997,
mp-758200,LiNiPO4,3.2696,
mp-758202,Li2NbCr3O8,1.9444,
mp-758203,Sb8Cl2O11,2.1251,
mp-758205,Li2Fe3P9O28,2.6563,
mp-758206,Fe35SiO48,0.5619000000000001,
mp-758207,Li2Mn3P9O28,1.0749,
mp-758208,LiFeP2O7,0.7104,
mp-758209,Li2FeSiO4,3.3425,
mp-758212,Li2Co2(SiO3)3,2.6904,
mp-758214,VF5,3.202499999999999,
mp-758215,Li2MnCO4,2.2676,
mp-758217,Li3V2H4(OF5)2,0.7545000000000001,
mp-758221,CaH12S2(NO5)2,4.923,
mp-758222,LiFePO4,3.6497,
mp-758224,Li3Sn2(PO4)3,2.9466,
mp-758225,Bi10(Pb2O7)3,2.3242000000000003,
mp-758227,Li7MnP4O14F,4.2543,
mp-758233,Nb9PO25,2.199499999999999,
mp-758234,P2Pb3O8,3.209899999999999,
mp-758237,Li2Cr2Si5O13,2.957,
mp-758238,Na2ZnPHO5,3.6144,
mp-758239,LiP2WO8,3.3799,
mp-758241,LiCrSiO4,2.812499999999999,
mp-758243,TiNb2O7,1.365,
mp-758245,Li3SiBiO5,3.2412,
mp-758246,LiVP2O7,2.002,
mp-758247,Li3CrSi2O7,2.7976,
mp-758248,LiCoPO4,2.963199999999999,
mp-758250,Li6V9(PO4)8,1.7053,
mp-758252,LiV2F5,2.3324,
mp-758253,CaH12(IO6)2,4.0987,
mp-758257,LiFeSiO4,3.0074,
mp-758258,LiMn(CO3)2,0.8201,
mp-758260,LiV2(CO3)4,0.6285000000000001,
mp-758261,Li2Cr(Si2O5)2,2.8725,
mp-758263,Li2VCoO5,0.6361999999999991,
mp-758264,Li3Cr4P2O8F9,2.5796,
mp-758267,LiV4(PO4)3,1.9653,
mp-758268,Li4VP2O9,3.5016,
mp-758269,Ba8In6O17,0.720699999999999,
mp-758272,Zr4N2O5,2.277,
mp-758274,LiFe4(BO3)4,1.4934,
mp-758277,Li2CrSi3O8,3.3157,
mp-758279,Li6Cr3P6WO24,1.599899999999999,
mp-758280,Li2V3(CO3)6,0.728499999999999,
mp-758282,Li4Cr3(CO3)6,0.653799999999999,
mp-758284,ZnP2H7NO8,4.6413,
mp-758285,LiNiPO4,3.464,
mp-758286,LiV3P5O19,1.068,
mp-758289,Th4Ta18O53,1.6122,
mp-758290,LiV4(PO4)3,1.6789,
mp-758296,Li2Co2Si2O7,2.4285,
mp-758297,LiNiPO4,3.394099999999999,
mp-758298,Li2NiP2O7,4.3074,
mp-758299,Li2SnP2O7,3.2918,
